,title,netflixid,image,synopsis,rating,type,released,runtime,largeimage,unogsdate,imdbid,download
2365,Bungo Stray Dogs,80132126,https//occ-0-2042-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABe5nnTT70G28EczbzjmTZYkhdMc20dpzMVuN5AN2HbwBZ0aYWIiklREOm4xSuYutMM1pTECt8-qvmgRJVghtINqC0w.jpg?r=c5e,Unconfident loner Atsushi Nakajima joins the Armed Detective Agency,7.6,series,2016,,https//occ-0-58-64.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABU_uzhPGkMz9-Rmz9iHO3KNm_0T3a07VY5-EI63le6U_IfjGRS_9pnlbR4D6uWJWKicHeOhrpIwSOL4NNo0uo4MjMYM9.jpg?r=716,2019-06-01,tt5679720,1.0
62,Hinterland,70305043,https//occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRedGxhcaRtoAxh65oE0ERGkwKqXrULd4awmizY7Ho-ox1ekiqm-7eojFk0vlUR5t1NBi9imTydrk0evD5nFyuqaMQ.jpg?r=0a0,Forsaking London for the rustic landscapes of Wales,7.6,series,2013,,https//occ-0-1007-2705.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABW8Y6Z23wyeg_gboKeSRxy6Nw00EjR5NVL9J6gYqJ0TwnPCDkqLavGKngC1qzQaLzCWeH0DxwF5l4brJtty8mQMIVlqs.jpg?r=0a0,2016-01-06,tt2575968,1.0
3861,Die Hard With a Vengeance,443335,https//occ-0-3377-185.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABaL87RzUrANtEMoJFwQRyAp3mPpezjYwc6PUc9Yx1LxOgWuRt4USYdUkuWnm1hayEuVnHTP1BLHYdiwmxc5kH83SFQ.jpg?r=fd2,Bruce Willis is back and kicking bad-guy butt as New York detective John McClane in the third installment of this action-packed series.,7.6,movie,1995,2h8m,https//occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTBWK4kY1Y4M98RZQcNxJqu9ntX8_cUqxrjpfLGeuuNOIVIQ2i0q_8GNomcrKJt-_pmm5ZAcWwjnTS6qODpH0BSwZumR.jpg?r=3f8,2020-07-02,tt0112864,0.0
1155,Playing for Time,70135647,https//occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABW16Y9g5u33uJ_2KYo-mghjjgbq8zdmx9yLaavJUTSL-4rbnrcd-DSp5qKEWv8NTBSPEeo6ODE_CHQZMtKZZjW2lMg.jpg?r=63e,Captured by Nazis and sent to Auschwitz,7.6,movie,1980,2h28m,,2018-10-01,tt0081344,0.0
679,Mucize,80134420,https//occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWTbjNZclCcyEDkWqlxi6tyjs7t9c6NGLdTiDiToewm6Fn34TUf1BKfOxIn7EHPzkzSNQWAwHkfncnNYyiVYiPnUOg.jpg?r=8a3,Sent away from his family to a remote mountain town,7.6,movie,2015,2h16m,,2017-04-27,tt3138782,0.0
3350,Indiana Jones and the Temple of Doom,60010488,https//occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVuLynnNZ7GSoWO1rRL9T5h9NiVMvvbR3nQQAsPFrWbEFoPlWZyVT2W1drX3Zi5Gfr97ri0Mb0DNg2Yn-oFQGpZ-HQ.jpg?r=99d,Indiana Jones,7.6,movie,1984,1h58m,https//occ-0-360-358.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbATkAuTpgJD20CzQSvE_Yd-9LvToOsUcladAxSOYbuhS1up0rAie4ALjBehbc29Ahg_iQWA-sgSzkf2DxoVr93rS_S4.jpg?r=af0,2020-03-01,tt0087469,0.0
3801,Les Miserables,70244167,https//occ-0-114-116.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWnfPHxuKGxSiJaTqM3xW95E4zvVNeLqN-qIlBqKekCFxSs0HASZLOH_QjUhnIgInFavQXoM99oSNMoZOnA6qGxC9g.jpg?r=3c6,The musical version of Victor Hugo&#39;s epic tale of love and sacrifice,7.6,movie,2012,2h37m,https//occ-0-360-358.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWwXUZyeZJykMUNodmiEj5M0UK65XZ_qNnZ7U4Topd8EGemsvrjV2JPHKVpxRHL-vSaZNd30hRi3G-A-9q7T2aAFB1sj.jpg?r=3c6,2020-06-30,tt1707386,1.0
2617,Burning,81015498,https//occ-0-114-116.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUWvwVy_PcdM_hpXPPTWivXenmznpwtuD-C_9OhT2aDoQsd8RNK0XbG7MGwvmTABvv5aFTuKJ9Vk1P_HXm7lyEv7pw.jpg?r=2ce,An aspiring writer goes to the airport to pick up a high school friend returning from a trip to Africa but is disheartened to see her with another man.,7.6,movie,2018,2h28m,https//occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfNeBirIZswXElZ0Ub3dirbxjt3xmKBFlgToJQ-8zD07--HNqDmNKXJgUZMNSU0z2-DLT4Gbe0t7mbnW2jwWzGIF5ich.jpg?r=bd3,2019-07-19,tt7282468,0.0
3871,Stranger than Fiction,70044603,https//occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVUOQFBNO-0VvRcHEhveTnp5MrhVkWrODNSdHsk03rCgHF-ejPmnuL7q9fw6SPG-xVgryNt041yf3XqKfQ5t2tukFQ.jpg?r=131,As a writer ponders how to kill off her main character,7.6,movie,2006,1h48m,https//occ-0-2218-2219.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfByfK3GIudQJQLqZT75Sikee5zoI4iFvPKSro2kDkl7BEIP4NIQrs0o5RyiXWiht-nmeaj3DQCXV8im1-xgToO4fw3E.jpg?r=34f,2020-07-02,tt0420223,1.0
2650,La Luna Sangre,81039558,https//occ-0-2042-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZd1wKoL6gVKvd4vH5un1yIA6z-sgpuqdrYxBDGzMlaoFyoCpBGzktQH5Sp5NvkqZLKzpU3hknJDDeBSuxcyGD9_KQ.jpg?r=41b,Determined to fulfill a prophecy,7.6,series,2017,,https//occ-0-58-64.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVbZf_sLVHHaNQIDsf8r818B6C3PVpx2IkJS8ZwlzbLcwwSyluVEHC-qynitW7qeEvK1DRuz_Kci6PJxC5KforWtSayN.jpg?r=41b,2019-07-20,tt7069178,0.0
3551,Outer Banks,80236318,https//occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSmjO73yZPaZH1OGyY1oQOT91snh1NRx1xVUUT10Cd3-dlF8pe1fXIq35Dr_wpjuF45qnuY9E6zQTHQRuPcyIRbeUuBwQV_tSe69H4wrD_uqYUHMzeAQK1NN_as.jpg?r=627,On an island of haves and have-nots,7.6,series,2020,,,2020-04-16,tt10293938,0.0
55,The Blind Side,70119811,https//occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTo8e6Yig0f7TALnxxaG4RO4lN21qZ4MXU9rqlDEHTAlGXseMl-FWflHq31pt4Qyv0xDzf8iGs5uBnNcnGXghIK_Tw.jpg?r=f95,In this sports drama based on a true story,7.6,movie,2009,2h8m,https//occ-0-360-358.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABc-pzrfyLm5hpWzXVh1sSDTCKkHHVs00_aHZMNhIJ_pWB14oo74W54t_NHBLrejhMjtyjs6QNud5cNOwb-Av0GO-RjXn.jpg?r=f95,2016-01-06,tt0878804,0.0
2262,New World,70270998,https//occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABd7wve42j644mEgo9cvKbW9_NFwGLpyFAvF9ptFY4vhxVmv3pUouClmoMNKYz1bzjuhHh7mNAKEcpZy1i3vEf3eXcA.jpg?r=27c,A conflicted undercover cop is ordered by his possibly corrupt boss to help influence the election of a new leader of Korea&#39;s largest crime syndicate.,7.6,movie,2013,2h15m,http//cdn1.nflximg.net/images/8579/9428579.jpg,2019-05-10,tt2625030,1.0
2082,Trailer Park Boys The Animated Series,80235932,https//occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdYgaeIBeCwFV2-mQN2e6KUrfp9JxuP_Il79JQS9P5g1g-tObTUOFlRg_5_CK_IMxb4XQ-Ckem4IgEKeJA5WD5AQrY7TH3Ug9jMJKW81cOJyF7uMAj7MBh50z94.jpg?r=c21,Nova Scotia&rsquo;s favorite miscreants have always been super sketchy. Now,7.6,series,2019,,,2019-04-01,tt9814900,0.0
3240,Moulin Rouge!,60021659,https//occ-0-64-325.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQ6ZSFF3y3Z3x2WBmxj90oLfcqqTrGiKe8_uO7IkLAzsUWbOx6WXLnAbCyWJQ3CSUnL9OHD5Mwy__mkcj3E5SoOsww.jpg?r=bf1,A na&iuml;ve poet falls in love with a cabaret star,7.6,movie,2001,2h7m,https//occ-0-58-64.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaGszPp1G7RlZpd3LgyMVNhUhJLS9AcXeA8ZutpN2khYFve8ghDLWSRD2PhrTBJOaksilfAa4C8i1JP3F9z5l8oLh57O.jpg?r=67a,2020-02-01,tt0203009,0.0
3576,Circus of Books,81011569,https//occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZBGgzO_K1OFSQ1FMo2f1wH60TINCSub8QQOgMGorzTa1Uzzfu0LIguPR57PPhtcaBYK4PBVARvuyGC2sqKgtdZvZu_smz43mK9u4EWs8ySO5nU5V0DISvIlZ48.jpg?r=eb6,For decades,7.6,movie,2020,1h26m,,2020-04-23,tt8727582,0.0
983,Fury,70305907,https//occ-0-1926-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfbaTnJZADAzyC9pJqiC49Y-sScUdy3zjyhIG1n6DobKloO2WFeg6mMbV7TVLlTjPS1JacWYpuZBalZYEymFpZJRXA.jpg?r=efa,A green recruit experiences the horror of war with a veteran American tank crew during the vicious combat of World War II&#39;s waning days.,7.6,movie,2014,2h14m,https//occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABc6xVEPMSN89ARfovgck_Fx61zaAzgtB7beFfeSRSxhnvHYVZfG9SQ4xeLKAujLLTMMNUH4JS3OJRbL7I0G2vGaw5PEF.jpg?r=26d,2018-10-01,tt2713180,1.0
3253,American Psycho,60000861,https//occ-0-1091-300.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbq9EfVINBxAvmWTTbG9Py7E5-g149xKS8K1xSmV_pp03as0Y7kd_xwAExo7OzuDLSLL7oAkAx1mxBEA0ljfCWzxVA.jpg?r=6b9,With chiseled good looks that belie his insanity,7.6,movie,2000,1h42m,https//occ-0-1489-1490.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSo9cMEZrsyZkkKuyrX6sGfSUQ9iO5BPTvwae9iIg8WrzYu3oljMI9QkUcOWeqATFbfOB_vaDnykSQUgSQYNpKatUasV.jpg?r=889,2020-02-01,tt0144084,1.0
658,Bana Masal Anlatma,80134515,https//occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcduB7MDChJgyMmbFlQHAuHULZRvYEMENf2ety-zzkiCmSg6l1B-AobWMnJFdMabwmCL91bgMIAEToCIk_8fI3nTVA.jpg?r=e79,Minibus driver Riza is a steady presence in his close-knit neighborhood,7.6,movie,2015,1h43m,,2017-04-14,tt4195278,0.0
3553,Despicable Me,70115629,https//occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdJH6fHCmYKuIFUDecgAeIZ6iPx5yY2bwV_aprAd8pPr2EUbEKXsy8IQ3MsNuy4ne75OBuBoIYzSeUIQc-nx3ojh_w.jpg?r=58e,Villainous Gru hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.,7.6,movie,2010,1h34m,https//occ-0-37-33.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABW99-8goMpimMHe99ybzfAoiKNq5jPnedSmiY5mNr8uOGFf4yXnvyTqyp1phdCBBvMTqOTbcL0kZTnfXMtKD5KTEYRjp.jpg?r=58e,2020-04-17,tt1323594,
915,Moneyball,70201437,https//occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYVQ9kO8VgzJVeFoMPW97HPgutpNTeuHwmvit2UFjt74wYbughyS_RFX0wHmwIftKTwc4ZPgMlOfcf4U_HdpH_YQfw.jpg?r=20a,This drama follows the true story of a former jock turned general manager who uses unusual methods to bring the best players to the Oakland A&#39;s.,7.6,movie,2011,2h13m,https//occ-0-2218-2219.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZTQAqIcUqaRcc-We0-yocVBzDM-1Dx8mawzPGKMtJsT1eOy2j3FXCPk8gSNL-bcvoV53UCx--caU6OadT57_1vuOyzj.jpg?r=20a,2018-10-01,tt1210166,1.0
3282,Who Killed Malcolm X?,80217478,https//occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABceROCB9N1Y3lICZu9zo7fm6704qLm4lEXwoeGMjbFyOXePopQJpOWv_icWA79fKApmG_Isu_JWtKMKeXa7tay3vAaST7pKmUqDn890eYO-dwHuNu8WGjL2BNfo.jpg?r=db7,Decades after the assassination of African American leader Malcolm X,7.6,series,2020,,,2020-02-08,tt10948316,0.0
2111,Quicksand,80211703,https//occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABf6lK_emWoR-TTWgLuaPfSRnfpG4_LUcx1SaSS86cyt_8tBOHoHAnlRZGRO9R7GIZAZQ1JM-E7i8gBc6y4GcGaQ58XhhNRcKEErSAA263f6MWSVbZeCr8q13m9g.jpg?r=aa0,After a tragedy at a school sends shock waves through a wealthy Stockholm suburb,7.6,series,2019,,,2019-04-10,tt8686106,0.0
2114,Ricardo Quevedo Los amargados somos m&aacute;s,81026008,http//occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQO4OUgwLJOd1f7A3UbjBMy5EaQHzw07_EeJWZhuKL311TUkH9k5yffZ8msdpHFVyVbcL_xRQRNz3OYtrF7fWQPb_OeEssx4wg1t4frfP0djzv-lOHKRtkqPjvY.jpg?r=1ca,From how social media can ruin relationships to the perils of buying a gift for a woman,7.6,movie,2019,58m,,2019-04-10,tt10027954,0.0
3304,Sword Art Online,70302573,https//occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABR5JVQiK80pw8EzK9JuK5JtCjfxIxeVGiAbxMf_WjPesotQVEaZqiG5EQlDGT_7YhUlEByjfn7aNQyFknHHCrz6gRg.jpg?r=b32,A video game whiz helps create a new technology that enables players to guide their online avatars with their own bodies -- but a dark twist emerges.,7.6,series,2012,,https//occ-0-56-55.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABd6jGPkwZZRmlYYwXEwaf_YO-dkMwfC6KeVGhzqJvKrkz-nwqg973PNtK7jQVfTddy6Igf4GgAjufnxB7sH_qSogjYGZ.jpg?r=f66,2020-02-15,tt2250192,1.0
2652,Beat Bugs,80057611,https//occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUT-CzzKP1f3GCf0p0b_NFTMxEl6HLH5RVCaapC5YglNcWc0TjdxYM8uROdsWbC8kB20B_Tv_WniGS9hT3MXi-BEkX--fEz8IaMzria-3LYlN4jAKDW2zrJcwsg.jpg?r=4b8,With a little help from rock legends,7.6,series,2016,,,2019-07-20,tt4716268,1.0
1451,Devilman Crybaby,80174974,https//occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABY8o3UvdlqW1U9PVPFXtfrLsdDLrKYKqqh_jNkshMEAXSr4G8PgSYT5FTooub0YUlffwbdzXc-ePifXl2sO2y4w4Ilar7a6c_T65XhQYDL81c9BogOgI9heGG5w.jpg?r=5eb,With demons reawakened and humanity in turmoil,7.6,series,2018,,,2018-10-01,tt6660498,0.0
3651,Blow,60020891,https//occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABU0X5Rol9DH_en2cdm1_bTHmwckRnlEi-1Cz_5xi-5kSINNE_Vr6QNifUUDfXbOje55F3BUypy0wLY2XC2j8JQkqlQ.jpg?r=908,Cocaine smuggler George rises from poverty to become one of the biggest drug dealers in America before his eventual downfall.,7.6,movie,2001,2h3m,https//occ-0-1091-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABY0hmrWFEJSHXxTQOn_c3nCAboRHZJ-XrOsVZnxWw3_LaLBfv1Q5iYIW2yN5Mh7M1kpB7qKTl6I3f0kynmCQF4JO9HmT.jpg?r=d87,2020-06-14,tt0221027,1.0
1457,Grey&#39;s Anatomy,70140391,https//occ-0-114-116.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaLNQOf05mNsQqi5f11HDvcvcKMVe7pDAGytS1ywul7edevSghfM-uXCm9JolHCmX3ybQ0-H8cuzn-tMdz4aQdoAow.jpg?r=f08,Intern (and eventual resident) Meredith Grey finds herself caught up in personal and professional passions with fellow doctors at a Seattle hospital.,7.6,series,2005,,https//occ-0-114-116.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdRLOCAxPS3lX5HNOwNb-RxWJDOZQ1av8ZrZH9HZUNc2gp9XW_bgYTqLYKO1aIYYk8vXeU4_fQZ1Q60B-G1UYZQDZOX8.jpg?r=f08,2018-10-01,tt0413573,0.0
4159,Rise of the Planet of the Apes,70155535,https//occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABd1apf2NDkK6ewm5tw6f5xgfMY99OaBpPhxKZwQsLcq45QnkJO0l1Hw9TlxSY6zDrATcfvdw070YaKvv3Wfwjo4qfg.jpg?r=fdd,In this reboot of the popular franchise,7.6,movie,2011,1h44m,https//occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZJOVj8bOPDXgmjU4GSndmvvIwCgWfB9a5b4s0P32jaSHIBkHYHe9dLC8IN_NQyY5bBd0MWIySs4EEB7lfANl2uE1kQ4.jpg?r=4be,2020-09-14,tt1318514,
1669,Girl from Nowhere,80241947,https//occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVHTO3YXlcpIYWsgfMTtKMBErw5-UoaB9JQJGGe5gTZsmhXdEuqjJOUdGRslt4GTwW5vrifIAm4U3NMTV0Mc1mioRPqaH5iwQ4gUu-kea0ddHgZnKaGt0WKdMOg.jpg?r=1d6,A mysterious,7.6,series,2018,,https//occ-0-2579-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcFSwVY1OInpmH9yU0aXa8EXhv_AEg5mg4gMXqPdEVipp7z6GQet1mzsY9wVXUFBj3MGZmbRBo79vqtH9iXpJ9fyZMD6PGCgR2cithzFuEfaQnFZx4yIyqeOpt2ZcA.jpg?r=b9e,2018-11-01,tt8824648,0.0
842,Life plan A and B,80184595,https//occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYPD3Od-RaKkZt6EDsjab954VIbQI8ONbywWfIDfzCMJkoOEtP-O4mHwbZtchniFS51lbsQ989qtWTDYQBZh0E2cgQ.jpg?r=b13,Two parallel life paths begin for a man and woman in love after she is offered a lucrative promotion far away and must choose between love and career.,7.6,series,2016,,https//occ-0-1091-1167.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXwErNM68oaOQAGXwfkKPZhUxcAzf9uqnfV87PpMyonyQ8TWkMkq6NFhG3cINY0Um6XtHGnIlqW0tqThOporDix5R5S8.jpg?r=b13,2017-08-12,tt7034962,0.0
1668,The Untold Tales of Armistead Maupin,80182949,https//occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbd_x0soawy_QBBUHatwPYgxqzMJtxTAb3e6pNP9a5egVW7WYZn7twGMjXxw-sYobH3fsFXkEC1BNEZ9xdYQRNxRkA.jpg?r=16e,This documentary traces the life of &#39;Tales of the City&#39; author Armistead Maupin,7.6,movie,2017,1h31m,,2018-11-01,tt6151222,0.0
1661,My ID is Gangnam Beauty,81030026,https//occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABR3G-O_O9zkgaWrrxR0K7qCwkawg93UC1KouNxXShaAKrVsCoMBPTpDOMWzJUKPMo-SvdWyl2O9xeFCz6pXOH9GpDA.jpg?r=60a,Bullied for her looks,7.6,series,2018,,https//occ-0-55-56.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYk__L9Y6YmlVwt-IQY_6_dJuIWTVNIMGlobmze_raoQypbz4_DQEASoRL-erEETR_5O-SjKr9dW2bJ2kjbF6_fmee8h.jpg?r=60a,2018-10-31,tt8585954,0.0
1658,ADAM SANDLER 100% FRESH,80224536,http//occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABd3xxxlW5U4LH-238NQxGobn_PueIuGgG1hA-IyesBT83P3-UOoh366d_HtVNRQdDdLPO-cn8aG3jeLROLdRRkMLY4j6499KbBBqauVB6CTo1x9KxCxsXQgUwU4.jpg?r=e47,From &#39;Heroes&#39; to &#39;Ice Cream Ladies&#39; -- Adam Sandler&#39;s comedy special hits you with new songs and jokes in an unexpected,7.6,movie,2018,1h13m,https//occ-0-2218-2219.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZAJ1PMAFkpyz_qv0LXxRYYgXPWJddQOdsSbEO7OX5eZydUzWATGrCCr0t_AxGWBj-wU0HuLDL6lFa_jRYJFj-PghecKlUrQkbzppjJL-JjsFbOxV2AoRUhOQtp5sw.jpg?r=f1f,2018-10-28,tt9036126,0.0
1657,Chilling Adventures of Sabrina,80223989,https//occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABV1MKGM4mXVJUh_xc8HF1YF4BA0bbPw8fmVSJX4j07YfFTEs6-otZdgxDtjfb12uoHBarI195-RJ896tFC9_n6RamM0KOW90zYhdcWYISWXPBsYyEby47UMGPrw.jpg?r=f2c,Magic and mischief collide as half-human,7.6,series,2018,,,2018-10-27,tt7569592,0.0
385,World of Winx,80007778,http//occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcVf7aph2-UfgmQ4z6umMUSuOzN9vFXS9r3IC1m0llI1GIS_PfyxYvU6nx9jqnVPgWUFszRALlIh360hzNQdXAM7HO78VZBqTQF14Iz8ctREB9bIV1BAdF6GbfI.jpg?r=69a,The reality show &#39;WOW!&#39; engages the Winx in their mission,7.6,series,2016,,https//occ-0-56-55.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSNJSHAE4DRJtDVPYIJ1ttJwvUq1VNQDzIlzZCo9iHBdssq0d1jGSPPNLbQgkeUQ26SbCJAPHz-r5PNuJ6AnHvOmV1G1mV1HNhjH4QmP8QFaYM_LynB98fxTtVlUwQ.jpg?r=69a,2016-11-10,tt5874596,1.0
4238,The Hunt for Red October,611444,https//occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVg0iEl1p2IL98wI-oBPjjxvd0YH7ifYYtBg2np1xCH4sYdM2IqDUbQ2N0W_vGR01D7N9e4D8hiC6m9SLFoSzV3QNg.jpg?r=a4f,When a Soviet nuclear sub headed toward American waters drops off U.S. scanners,7.6,movie,1990,2h15m,https//occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABS-xos1xtC51wfn8ihgO5XSM9C-mMie_3HaWC2Qg9DeYWiEWn7ZYY4ZYif_qMHQl8gfyZ9fK0MahqGl4HqaB4t3_dEhb.jpg?r=a4f,2020-10-06,tt0099810,0.0
3041,Go Go Squid,81197425,https//occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVD0n5TQ3w5ZTHFqRuUIJx-t5lWxSwq8vL7K_oarzSaNdrHg2B9_ywNUUInt8EtYNLUO-M6pSleuyEf_D_FHl5GVaA.jpg?r=274,When a brilliant and bubbly IT student falls for an ice-cold professional gamer,7.6,series,2019,,https//occ-0-58-64.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXolWuuh4NcmLU7fLGNAM32C9OTseabOlDVYLX0-gr6nrLXa3aklPKppcFcBz4Esh1klxQpWAMeST766abRK0M3vG7mg.jpg?r=274,2019-11-29,tt10369876,0.0
1623,Elite,80200942,https//occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABe856amonS2DOsuVjOg_69o2Ggy_nLmWCO_LEFdD3eSP8sD-VGr4SqO9gKnFVeWolqlm0C1lhrI1FcMIncRVv7MPDFHamwGud_QQdGoU6A4B-kZjw1A8ipjmQlM.jpg?r=f20,When three working-class teens enroll in an exclusive private school in Spain,7.6,series,2018,,,2018-10-06,tt7134908,0.0
3047,I Lost My Body,81120982,https//occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRE91F2VsZN7AFv9ccHKRegulknsWZrOcSrFB-2is8v3HJjRR3m5eTQswl93sfcM_VNdZb6GjZ3AeaaTBaXXv7BKeySDY1NH8iqyVeTYHjkDDhDaOAHNIpDFn3s.jpg?r=cad,Romance,7.6,movie,2019,1h21m,https//occ-0-37-33.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABe4BplUSDek13Z9wQmy0MqRjDiidkwDTTxdDOdrbFriE04_vy0rglvGNgf1-ubtgFK3yU9ZP9J3SZD0oR4dKxHk4kFbaFyeIFdBvYZSssbckCHkTEhw9xHg6wuBFaw.jpg?r=cad,2019-11-30,tt9806192,0.0
